,Dialogue,score,sentiment
632,"That was my friend Eddie Moskowitz.
",0.0,0.0
633,"Yeah, he likes it.
",0.0,0.0
634,"Reaffirms his faith.
",0.0,0.0
635,"Ben, dinner!
",0.0,0.0
636,"Thanks, Aunt Pheebs.
",0.2,0.2
637,"Did you microwave that?
",0.0,0.0
638,"You can't do that to breast milk.
",0.0,0.0
639,"I think I know
",0.0,0.0
640,"how to heat breast milk.
",0.0,0.0
641,"What did you just do?
",0.0,0.0
642,"I licked my arm, what?
",0.0,0.0
643,"It's breast milk!
",0.0,0.0
644,"So?
",0.0,0.0
645,"Phoebe, that is juice
",0.0,0.0
646,"squeezed from a person.
",0.0,0.0
647,"What is the big deal?
",0.0,0.1
648,"What did you just do?
",0.0,0.0
649,"Can people stop
",0.0,0.0
650,"drinking the breast milk?
",0.0,0.0
651,"You won't even taste it?
",0.0,0.0
652,"Not even if you just
",0.0,0.0
653,"pretend it's milk?
",0.0,0.0
654,"Not even if Carol's breast had
",0.0,0.0
655,"a picture of a missing child on it.
",-0.2,0.05
656,"- Where is everybody?
",0.0,0.0
657,"- At the park. Where have you been?
",0.0,0.0
658,"Just out.
",0.0,0.0
659,"Had some lunch. Just me.
",0.0,0.0
660,"A little quality time with me.
",-0.1875,0.5
661,"- Thanks for your jacket.
",0.2,0.2
662,"- No problem.
",0.0,0.0
663,"You can borrow it, by the way.
",0.0,0.0
664,"Here are your keys, honey.
",0.0,0.0
665,"If you were at lunch alone,
",0.0,0.0
666,"how come it cost you $53?
",0.0,0.0
667,"You know what probably happened?
",0.0,0.0
668,"Someone stole my credit card.
",0.0,0.0
669,"And put the receipt
",0.0,0.0
670,"back in your pocket?
",0.0,0.0
671,"That is an excellent,
",1.0,1.0
672,"excellent question.
",1.0,1.0
673,"That is excellent.
",1.0,1.0
674,"What's with you?
",0.0,0.0
675,"Who did you have lunch with?
",0.0,0.0
676,"- Judy.
",0.0,0.0
677,"- Who?
",0.0,0.0
678,"- Julie.
",0.0,0.0
679,"- What?
",0.0,0.0
680,"Jody.
",0.0,0.0
681,"You were with Julie?
",0.0,0.0
682,"When it started, I was just
",0.0,0.0
683,"trying to be nice to her...
",0.6,1.0
684,"...because she was
",0.0,0.0
685,"my brother's girlfriend.
",0.0,0.0
686,"And then one thing
",0.0,0.0
687,"led to another...
",0.0,0.0
688,"...and before I knew it, we were...
",0.0,0.0
689,"...shopping.
",0.0,0.0
690,"Oh, my God!
",0.0,0.0
691,"Wait, we only did it once.
",0.0,1.0
692,"It didn't meant anything to me!
",0.0,0.0
693,"Rachal, I was thinking
",0.0,0.0
694,"of you the whole time.
",0.2,0.4
695,"Look, I'm sorry, all right?
",-0.10714285714285715,0.7678571428571428
696,"I never meant for you to find out.
",0.0,0.0
697,"Oh, please! Please!
",0.0,0.0
698,"You wanted to get caught!
",0.0,0.0
699,"That is not true!
",-0.21875,0.65
700,"So you just happened
",0.0,0.0
701,"to leave it in here?
",0.0,0.0
702,"Did it ever occur to you
",0.0,0.0
703,"that I might just be that stupid?
",-0.7999999999999999,1.0
704,"Okay, I just have to know one thing.
",0.5,0.5
705,"Did you go with her to Bloomingdale's?
",0.0,0.0
706,"Okay, I just really need
",0.35,0.35
707,"to not be with you right now.
",0.2857142857142857,0.5357142857142857
708,"Hi, who's this?
",0.0,0.0
709,"Hi, Joanne. Is Rachel working?
",0.0,0.0
710,"It's Monica.
",0.0,0.0
711,"Yes, I know I did a horrible thing.
",-1.0,1.0
712,"Joanne, it's not
",0.0,0.0
713,"as simple as all that.
",0.0,0.35714285714285715
714,"No, I don't care what Steve thinks.
",0.0,0.0
715,"Hi, Steve.
",0.0,0.0
716,"How did we do?
",0.0,0.0
717,"I tasted Ben's milk
",0.0,0.0
718,"and Ross freaked out.
",0.0,0.0
719,"I did not freak out.
",0.0,0.0
720,"- Why'd you freak out?
",0.0,0.0
721,"- Because it's breast milk.
",0.0,0.0
722,"It's gross!
",0.0,0.0
723,"My breast milk is gross?
",0.0,0.0
724,"This should be fun.
",0.3,0.2
725,"There's nothing wrong with it.
",-0.5,0.9
726,"I just don't think
",0.0,0.0
727,"breast milk is for adults.
",0.0,0.0
728,"Of course, the packaging does
",0.0,0.0
729,"appeal to grownups and kids.
",0.0,0.0
730,"Don't be silly. I've tried it.
",-0.5,0.875
731,"It's no big deal.
",0.0,0.1
732,"Just taste it.
",0.0,0.0
733,"That would be no.
",0.0,0.0
734,"- Come on.
",0.0,0.0
735,"- Try it.
",0.0,0.0
736,"It's natural.
",0.1,0.4
737,"It doesn't taste bad.
",-0.6999999999999998,0.6666666666666666
738,"Yeah, it tastes kind of sweet.
",0.475,0.775
739,"Sort of like...
",0.0,0.0
740,"Like what?
",0.0,0.0
741,"Cantaloupe juice.
",0.0,0.0
742,"Exactly.
",0.25,0.25
743,"You've tasted it.
",0.0,0.0
744,"You've tasted it.
",0.0,0.0
745,"Oh, you've tasted it.
",0.0,0.0
746,"You can keep saying it,
",0.0,0.0
747,"but it won't stop being true.
",0.35,0.65
748,"Give me the bottle.
",0.0,0.0
749,"Get me the towel.
",0.0,0.0
750,"Howdy.
",0.0,0.0
751,"Give me a box of juice.
",0.0,0.0
752,"Well, they switched me over to Hombre.
",0.0,0.0
753,"Maybe it's because of
",0.0,0.0
754,"the way you're dressed.
",0.0,0.0
755,"Or this guy's doing so good
",0.7,0.6000000000000001
756,"they want to put more people on it.
",0.5,0.5
757,"This guy goes through
",0.0,0.0
758,"two bottles a day now.
",0.0,0.0
759,"What do you care?
",0.0,0.0
760,"You're an actor.
",0.0,0.0
761,"This is your day job. It's nothing!
",0.0,0.0
762,"I know, but I was the best.
",1.0,0.3
763,"You know? I liked being the best.
",0.8,0.55
764,"Maybe I should get
",0.0,0.0
765,"out of the game.
",-0.4,0.4
766,"They need guys up in housewares
",0.0,0.0
767,"to serve cheese.
",0.0,0.0
768,"Say you do that.
",0.0,0.0
769,"Sooner or later, somebody will come
",0.0,0.0
770,"along that slices a better cheddar.
",0.5,0.5
771,"Then where you gonna run?
",0.0,0.0
772,"You're right.
",0.2857142857142857,0.5357142857142857
773,"I say you show him what you're made of.
",0.0,0.0
774,"Stand your ground.
",0.0,0.0
775,"Show him that you're the baddest
",0.0,0.0
776,"Hombre west of the lingerie!
",0.0,0.0
777,"- I'm gonna do it!
",0.0,0.0
778,"- All right!
",0.3571428571428571,0.5357142857142857
779,"Now, go see Miss Kitty and
",0.0,0.0
780,"she'll fix you up with a nice hooker.
",0.6,1.0
781,"I don't know what to say.
",0.0,0.0
782,"That's good because I'm not listening.
",0.7,0.6000000000000001
783,"I feel terrible. I really do.
",-0.4,0.6
784,"I'm sorry.
",-0.5,1.0
785,"Did my back hurt your knife?
",0.0,0.0
786,"Say that I'm friends with her.
",0.0,0.0
787,"Is that so terrible?
",-1.0,1.0
788,"- It's that terrible?
",-1.0,1.0
789,"- You don't get it!
",0.0,0.0
790,"It's bad enough
",-0.3499999999999999,0.5833333333333333
791,"she stole the guy...
",0.0,0.0
792,"...who may be the person
",0.0,0.0
793,"I'm supposed to be with.
",0.0,0.0
794,"But now...
",0.0,0.0
795,"...she's actually...
",0.0,0.1
796,"But now she's actually stealing you!
",0.0,0.1
797,"What are you talking about?
",0.0,0.0
798,"Nobody could steal me from you.
",0.0,0.0
799,"Because I'm friends with her doesn't
",0.0,0.0
800,"make me any less friends with you.
",-0.16666666666666666,0.06666666666666667
801,"You're my...
",0.0,0.0
802,"And we're...
",0.0,0.0
803,"- Oh, I love you!
",0.625,0.6
804,"- I love you too!
",0.625,0.6
805,"You guys, I know that this really
",0.2,0.2
806,"doesn't have anything to do with me.
",0.0,0.0
807,"But I love you guys too!
",0.625,0.6
808,"I really needed that.
",0.2,0.2
809,"I know that right now...
",0.2857142857142857,0.5357142857142857
810,"...you really need
",0.2,0.2
811,"to hate Julie's guts.
",-0.8,0.9
812,"But she didn't do anything wrong.
",-0.5,0.9
813,"She's just a girl who met a guy,
",0.0,0.0
814,"and now they go out.
",0.0,0.0
815,"I think that if you gave her
",0.0,0.0
816,"a chance, you'd like her.
",0.0,0.0
817,"Will you give it a chance?
",0.0,0.0
818,"For me?
",0.0,0.0
819,"I'd do anything for you,
",0.0,0.0
820,"you know that.
",0.0,0.0
821,"I'd do anything for you!
",0.0,0.0
822,"Wait, wait, wait!
",0.0,0.0
823,"Mornin'.
",0.0,0.0
824,"I said, mornin'!
",0.0,0.0
825,"I heard you.
",0.0,0.0
826,"All right, everybody.
",0.2857142857142857,0.5357142857142857
827,"I'm opening the doors.
",0.0,0.0
828,"You boys ready?
",0.2,0.5
829,"Ready.
",0.2,0.5
830,"Yeah, I'm ready.
",0.2,0.5
831,"You idiot! You stupid cowboy!
",-1.0,0.9
832,"You've blinded me! I'm suing!
",0.0,0.0
833,"Oh, my God! Todd!
",0.0,0.0
834,"What the hell did you do?
",0.0,0.0
835,"Sorry. I'm such a doofus!
",-0.25,0.75
836,"I'm so sorry. I'm so sorry.
",-0.5,1.0
837,"My God, what happened?
",0.0,0.0
838,"These new kids, they never last.
",0.06818181818181818,0.2606060606060606
839,"Sooner or later they all...
",0.0,0.0
840,"...stop lasting.
",0.0,0.0
841,"What do you say I buy you
",0.0,0.0
842,"that cup of coffee now?
",0.0,0.0
843,"Sure.
",0.5,0.8888888888888888
844,"I just thought we should hang out.
",0.0,0.0
845,"I mean, you know,
",-0.3125,0.6875
846,"we've never really talked.
",-0.1,0.2
847,"I guess you'd know that,
",0.0,0.0
848,"being one of the two of us.
",0.0,0.0
849,"I know.
",0.0,0.0
850,"I probably shouldn't
",0.0,0.0
851,"even tell you this...
",0.0,0.0
852,"...but I'm pretty much
",0.225,0.6
853,"totally intimidated by you.
",0.0,0.75
854,"Really?
",0.2,0.2
855,"Me?
",0.0,0.0
856,"Oh, my God, are you kidding?
",0.0,0.0
857,"Ross is so crazy about you...
",-0.6,0.9
858,"...and I really wanted you
",0.2,0.2
859,"to like me, and I...
",0.0,0.0
860,"It's probably me just
",0.0,0.0
861,"being totally paranoid...
",0.0,0.75
862,"...but I kind of got the feeling
",0.6,0.9
863,"that maybe you don't.
",0.0,0.0
864,"Well, you're not totally paranoid.
",0.0,0.75
865,"When you and Ross
",0.0,0.0
866,"first started going out...
",0.25,0.3333333333333333
867,"...it was really hard for me...
",-0.2916666666666667,0.5416666666666666
868,"...for many reasons of which
",0.5,0.5
869,"I'm not gonna bore you with now.
",0.0,0.0
870,"I see how happy he is
",0.8,1.0
871,"and how good you guys are together.
",0.7,0.6000000000000001
872,"And Monica's always
",0.0,0.0
873,"saying how nice you are...
",0.6,1.0
874,"...and God, I hate it when she's right!
",-0.22142857142857147,0.7178571428571429
875,"Thanks.
",0.2,0.2
876,"Would you like to go to
",0.0,0.0
877,"a movie sometime or something?
",0.0,0.0
878,"Yeah, that'd be great.
",0.8,0.75
879,"I'd love it.
",0.5,0.6
880,"I'd love it too.
",0.5,0.6
881,"Shoot, I gotta go.
",0.0,0.0
882,"- So I'll talk to you later.
",0.0,0.0
883,"- All right, Julie.
",0.2857142857142857,0.5357142857142857
884,"What a manipulative bitch.
",0.0,0.0
885,"It's not bad.
",0.3499999999999999,0.6666666666666666
886,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
",0.0,0.0
887,"Subtitles downloaded from www.OpenSubtitles.org
",0.0,0.0
888,"Hold on a second.
",0.0,0.0
889,"Nice.
",0.6,1.0
890,"I got you something.
",0.0,0.0
891,"What's this?
",0.0,0.0
892,"Eight hundred and twelve bucks.
",0.0,0.0
893,"Didn't Big Leon tell you?
",0.0,0.1
894,"It's a thousand...
",0.0,0.0
895,"...to have me for the whole night.
",0.2,0.4
896,"What's this for?
",0.0,0.0
897,"Well, I'm making money now.
",0.0,0.0
898,"I'm paying you back for headshots,
",0.0,0.0
899,"electric bills, all that pizza...
",0.0,0.0
900,"I love you, man.
",0.5,0.6
901,"Well, thanks, man.
",0.2,0.2
902,"Now I can get my pony.
",0.0,0.0
903,"This is a little extra something for...
",-0.09375,0.3
904,"...always being there for me.
",0.0,0.0
905,"Wow, I don't know what to say.
",0.1,1.0
906,"Wow, I don't know what to say.
",0.1,1.0
907,"What do you say?
",0.0,0.0
908,"I don't know.
",0.0,0.0
909,"It's a bracelet.
",0.0,0.0
910,"Isn't it? It's engraved, too.
",0.0,0.0
911,"Check it out.
",0.0,0.0
912,"""To my best bud.""
",1.0,0.3
913,"Thanks, best bud.
",0.6,0.25
914,"Put it on.
",0.0,0.0
915,"Now?
",0.0,0.0
916,"No, it should be saved
",0.0,0.0
917,"for a special occasion.
",0.35714285714285715,0.5714285714285714
918,"No, that's the beauty part.
",0.0,0.0
919,"It goes with everything.
",0.0,0.0
920,"When you put this on,
",0.0,0.0
921,"you're good to go.
",0.7,0.6000000000000001
922,"Well, I've never been
",0.0,0.0
923,"good to go, so...
",0.7,0.6000000000000001
924,"What the hell,
",0.0,0.0
925,"why not try some jewelry.
",0.0,0.0
926,"Oh, man!
",0.0,0.0
927,"You are so wearing that bracelet!
",0.0,0.0
928,"I so am!
",0.0,0.0
929,"Any idea what this will
",0.0,0.0
930,"do for your sex life?
",0.0,0.0
931,"It might slow down at first, but...
",-0.06851851851851853,0.34074074074074073
932,"...once I'm used to the extra weight,
",0.0,0.1
933,"I'll be back on track.
",0.0,0.0
934,"The One With the Prom Video
",0.0,0.0
935,"- This all looks good.
",0.7,0.6000000000000001
936,"- Great.
",0.8,0.75
937,"If I want to call for a reference
",0.0,0.0
938,"on your last job...?
",0.0,0.06666666666666667
939,"That's right there, see?
",0.2857142857142857,0.5357142857142857
940,"The manager, Chandler Bing?
",0.0,0.0
941,"All right.
",0.2857142857142857,0.5357142857142857
942,"Let's see if you're as good in person
",0.7,0.6000000000000001
943,"as you are on paper. Make me a salad.
",0.0,0.0
944,"A salad? I could do
",0.0,0.0
945,"something more complicated.
",0.0,0.75
946,"No, just the salad will be fine.
",0.4166666666666667,0.5
947,"You got it.
",0.0,0.0
948,"Now I want you to tell me what
",0.0,0.0
949,"you're doing while you're doing it.
",0.0,0.0
950,"All right. Well,
",0.2857142857142857,0.5357142857142857
951,"I'm tearing the lettuce.
",0.0,0.0
952,"Is it dirty?
",-0.6,0.8
953,"Oh, I'm gonna wash it.
",0.0,0.0
954,"Don't. I like it dirty.
",-0.6,0.8
955,"That's your call.
",0.0,0.0
956,"So, what are you going to do next?
",0.0,0.0
957,"I thought that I'd
",0.0,0.0
958,"cut up the tomatoes.
",0.0,0.0
959,"Are they firm?
",-0.2,0.4
960,"They're okay.
",0.5,0.5
961,"You sure they haven't gone bad?
",-0.09999999999999992,0.7777777777777777
962,"You sure they're not very, very bad?
",0.4774999999999999,0.8777777777777778
963,"No, really, they're okay.
",0.2,0.35
964,"You gonna slice them up real nice?
",0.8999999999999999,1.0
965,"I was going to do them julienne.
",0.0,0.0
966,"I'm out of here!
",0.0,0.0
967,"Hello?
",0.0,0.0
968,"Rachel's not here.
",0.0,0.0
969,"Can I take a message?
",0.0,0.0
970,"How do we spell Casey?
",0.0,0.0
971,"Is it like ""at the bat""
",0.0,0.0
972,"or ""and The Sunshine Band""?
",0.0,0.0
973,"Hey, who's this Casey?
",0.0,0.0
974,"A guy she met at the movies.
",0.0,0.0
975,"What does he want with her?
",0.0,0.0
976,"I guess he wants to
",0.2,0.1
977,"do a little dance...
",-0.1875,0.5
978,"...you know, make a little love...
",0.15625,0.55
979,"Well, get down tonight.
",-0.15555555555555559,0.2888888888888889
980,"I don't know. I don't...
",0.0,0.0
981,"I don't get it! Two months ago,
",0.0,0.0
982,"Rachel and I were this close.
",0.0,0.0
983,"Now I'm taking messages from guys
",0.0,0.0
984,"she meets at the movies?
",0.0,0.0
985,"I mean, this Casey should be
",-0.3125,0.6875
986,"taking down my messages, you know?
",-0.15555555555555559,0.2888888888888889
987,"Or Rachel and I should be together...
",0.0,0.0
988,"...and we should get
",0.0,0.0
989,"some kind of message service.
",0.6,0.9
990,"Hang in there.
",0.0,0.0
991,"It's gonna happen.
",0.0,0.0
992,"Now, how do you know that?
",0.0,0.0
993,"Because she's your lobster.
",0.0,0.0
994,"Oh, she's going somewhere.
",0.0,0.0
995,"It's a known fact that lobsters
",0.0,0.0
996,"fall in love and mate for life.
",0.5,0.6
997,"You know what? You can actually
",0.0,0.1
998,"see old lobster couples...
",0.1,0.2
999,"...walking around their tank,
",0.0,0.0
1000,"holding claws, like...
",0.0,0.0
1001,"You have to picture lobsters.
",0.0,0.0
1002,"Hey, you feeling better?
",0.5,0.5
1003,"Yeah, I think that fifth shower
",0.0,0.0
1004,"got the interview off me.
",0.0,0.0
1005,"Do you have other possibilities?
",-0.125,0.375
1006,"There is the possibility
",0.0,0.0
1007,"that I won't make rent.
",0.0,0.0
1008,"If you want,
",0.0,0.0
1009,"I can lend you money.
",0.0,0.0
1010,"If I couldn't pay you back right away,
",0.14285714285714285,0.26785714285714285
1011,"I'd feel guilty and tense around you.
",-0.41666666666666663,0.75
1012,"Then why not borrow it
",0.0,0.0
1013,"from Mom and Dad?
",0.0,0.0
1014,"You feel guilty and tense
",-0.41666666666666663,0.75
1015,"around them already.
",0.0,0.0
1016,"Might as well
",0.0,0.0
1017,"make some money off of them.
",0.0,0.0
1018,"The man's got a point.
",0.0,0.0
1019,"What is that sparkly thing?
",0.0,0.0
1020,"That thing?
",0.0,0.0
1021,"Yeah, it's a little flashy.
",-0.34375,0.5
1022,"No, no.
",0.0,0.0
1023,"No, no. It's not flashy.
",0.25,0.5
1024,"Not for a goodfella.
",0.0,0.0
1025,"Man, that is sharp! That must
",-0.15625,0.75
1026,"have cost you quite a few doubloons.
",-0.2,0.1
1027,"No, it's fun, it's fun. It's kinda like
",0.3,0.2
1028,"knowing one of the Gabor Sisters.
",0.0,0.0
1029,"Hi, darling.
",0.0,0.0
1030,"What's this?
",0.0,0.0
1031,"Some of your old stuff.
",0.1,0.2
1032,"Well, sweetie,
",0.0,0.0
1033,"we have a surprise for you.
",0.0,0.0
1034,"We're turning your room into a gym.
",0.0,0.0
1035,"Wow, that is a surprise!
",0.125,1.0
1036,"Just one question.
",0.0,0.0
1037,"Why not Ross's room?
",0.0,0.0
1038,"We talked about that...
",0.0,0.0
1039,"...but your brother had so many
",0.5,0.5
1040,"science trophies, plaques, merit badges...
",0.0,0.0
1041,"We didn't want to disturb them.
",0.0,0.0
1042,"God forbid!
",0.0,0.0
1043,"So what's new with you?
",0.13636363636363635,0.45454545454545453
1044,"What can you tell us?
",0.0,0.0
1045,"- How's your job?
",0.0,0.0
1046,"- My job? Well...
",0.0,0.0
1047,"Did I mention I still
",0.0,0.0
1048,"don't have a boyfriend?
",0.0,0.0
1049,"Well, I just assumed.
",0.0,0.0
1050,"We were so sorry to hear
",-0.5,1.0
1051,"about your parents splitting up.
",0.0,0.0
1052,"Well, they're just separated.
",0.0,0.0
1053,"You never know! We'll see.
",0.0,0.0
1054,"I can't say any of us
",0.0,0.0
1055,"were surprised.
",0.1,0.9
1056,"They've been unhappy
",-0.6,0.9
1057,"ever since we've known them.
",0.0,0.0
1058,"Especially after
",0.0,1.0
1059,"that incident in Hawaii.
",0.0,0.0
1060,"What? What incident?
",0.0,0.0
1061,"No, no. I must be
",0.0,0.0
1062,"thinking of someone else.
",0.0,0.0
1063,"Maybe me!
",0.0,0.0
1064,"Don't you have some folding to do?
",0.0,0.0
1065,"Fold. You fold.
",0.0,0.0
1066,"- Want a refill?
",0.0,0.0
1067,"- I'm all right, thanks.
",0.24285714285714285,0.3678571428571429
1068,"Give me a second.
",0.0,0.0
1069,"I want to get this just right.
",0.2857142857142857,0.5357142857142857
1070,"Dude, eleven o'clock,
",0.0,0.0
1071,"totally hot babe checking you out.
",0.25,0.8500000000000001
1072,"That was really good.
",0.7,0.6000000000000001
1073,"I think I'm ready for my penis now.
",0.2,0.5
1074,"I know what you're thinking.
",0.0,0.0
1075,"Dave Thomas, founder of Wendy's.
",0.0,0.0
1076,"I'm Gail.
",0.0,0.0
1077,"I really have to go,
",0.2,0.2
1078,"but it was nice meeting you.
",0.6,1.0
1079,"Excellent!
",1.0,1.0
1080,"He could have gotten me a VCR
",0.0,0.0
1081,"or a set of golf clubs.
",0.0,0.0
1082,"But no! He got me
",0.0,0.0
1083,"the ""woman repeller""!
",0.0,0.0
1084,"The eyesore from
",0.0,0.0
1085,"the Liberace House of Crap!
",-1.0,0.8
1086,"- It's not bad.
",0.3499999999999999,0.6666666666666666
1087,"- Easy for you to say.
",0.43333333333333335,0.8333333333333334
1088,"You're not sporting a reject
",0.0,0.0
1089,"from the Mr. T collection!
",0.0,0.0
1090,"""I pity the fool that
",-0.1,0.2
1091,"puts on my jewelry! I do! I do!""
",0.0,0.0
1092,"""I pity that fool...""
",-0.1,0.2
1093,"Hey, man! We were just
",0.0,0.0
1094,"doing some impressions.
",0.0,0.0
1095,"Do your Marcel Marceau.
",0.0,0.0
1096,"That's actually good.
",0.7,0.6000000000000001
1097,"Would you look at that guy?
",0.0,0.0
1098,"How long has he
",-0.05,0.4
1099,"been talking to her?
",0.0,0.0
1100,"I don't know. A couple of minutes.
",0.0,0.0
1101,"Yeah? Try doubling that.
",0.0,0.0
1102,"It's like, back off, buddy!
",0.0,0.0
1103,"She's a waitress, not a geisha.
",0.0,0.0
1104,"I think she's okay.
",0.5,0.5
1105,"Look at that!
",0.0,0.0
1106,"She pushes him away
",0.0,0.0
1107,"and he won't budge!
",0.0,0.0
