,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
425,"I hate him. I mean, I actually
","['hate', 'mean', 'actually']",3,1,2,-0.33
426,"I physically hate him.
","['physically', 'hate']",2,0,1,-0.5
427,"I always have.
",['always'],1,0,0,0.0
428,"And you are way too good
","['way', 'good']",2,1,0,0.5
429,"to be with a guy like that.
","['guy', 'like']",2,1,0,0.5
430,"Really?
",['really'],1,0,0,0.0
431,"You deserve to be with someone
","['deserve', 'someone']",2,0,0,0.0
432,"who appreciates you...
",['appreciates'],1,1,0,1.0
433,"...and who gets how funny...
","['get', 'funny']",2,0,1,-0.5
434,"...and sweet and amazing...
","['sweet', 'amazing']",2,2,0,1.0
435,"...and adorable and sexy you are.
","['adorable', 'sexy']",2,2,0,1.0
436,"You know? Someone who wakes up
","['know', 'someone', 'wake']",3,0,0,0.0
437,"every morning thinking:
","['every', 'morning', 'thinking']",3,0,0,0.0
438,"""Oh, my God. I'm with Rachel!""
","['oh', 'god', 'rachel']",3,0,0,0.0
439,"You know? Someone
","['know', 'someone']",2,0,0,0.0
440,"who makes you feel good.
","['make', 'feel', 'good']",3,1,0,0.33
441,"Like the way I do with Julie.
","['like', 'way', 'julie']",3,1,0,0.33
442,"Was there a ""second of all""?
",['second'],1,0,0,0.0
443,"No, I think that was the whole ""all.""
","['think', 'whole']",2,0,0,0.0
444,"I gotta go.
","['got', 'ta', 'go']",3,0,0,0.0
445,"Thanks.
",['thanks'],1,0,0,0.0
446,"No, I swear to God, Dad!
","['swear', 'god', 'dad']",3,0,0,0.0
447,"That's not how they measure pants!
","['measure', 'pant']",2,0,0,0.0
448,"I was thinking of doing it shorter,
","['thinking', 'shorter']",2,0,0,0.0
449,"like Andie MacDowell's haircut.
","['like', 'andie', 'macdowell', 'haircut']",4,1,0,0.25
450,"- Yeah, I could do that.
","['yeah', 'could']",2,0,0,0.0
451,"- Really?
",['really'],1,0,0,0.0
452,"- You wanna do it now?
","['wan', 'na']",2,0,0,0.0
453,"- Great!
",['great'],1,1,0,1.0
454,"See you.
",['see'],1,0,0,0.0
455,"I just wanna make
","['wan', 'na', 'make']",3,0,0,0.0
456,"really sure this time.
","['really', 'sure', 'time']",3,0,0,0.0
457,"Andie MacDowell is the girl from
","['andie', 'macdowell', 'girl']",3,0,0,0.0
458,"Four Weddings and a Funeral, right?
","['four', 'wedding', 'funeral', 'right']",4,1,0,0.25
459,"No.
",[],0,0,0,
460,"That's Roddy McDowall.
","['roddy', 'mcdowall']",2,0,0,0.0
461,"Andie MacDowell is the guy
","['andie', 'macdowell', 'guy']",3,0,0,0.0
462,"from Planet of the Apes.
","['planet', 'ape']",2,0,0,0.0
463,"- Thank you.
",['thank'],1,1,0,1.0
464,"- You're welcome.
",['welcome'],1,1,0,1.0
465,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
","['font', 'color', 'ffff', 'size', 'www', 'tvsubtitles', 'net']",7,0,0,0.0
466,"These were unbelievely expensive
","['unbelievely', 'expensive']",2,0,1,-0.5
467,"and he'll grow out of them...
",['grow'],1,0,0,0.0
468,"...in 20 minutes,
",['minute'],1,0,0,0.0
469,"but I couldn't resist!
",['resist'],1,0,0,0.0
470,"Look at these.
",['look'],1,0,0,0.0
471,"Hey, Ben.
","['hey', 'ben']",2,0,0,0.0
472,"""Just do it""!
",[],0,0,0,
473,"Oh, my God!
","['oh', 'god']",2,0,0,0.0
474,"Was that too much
",['much'],1,0,0,0.0
475,"pressure for him?
",['pressure'],1,0,0,0.0
476,"- Is he hungry already?
","['hungry', 'already']",2,0,0,0.0
477,"- I guess so.
",['guess'],1,0,0,0.0
478,"You know, it's...
",['know'],1,0,0,0.0
479,"Something funny about sneakers.
","['something', 'funny', 'sneaker']",3,0,1,-0.33
480,"I'll be right back.
","['right', 'back']",2,1,0,0.5
481,"I gotta get one too.
","['got', 'ta', 'get', 'one']",4,0,0,0.0
482,"Hey, what are you guys doing?
","['hey', 'guy']",2,0,0,0.0
483,"We're just hanging out
",['hanging'],1,0,0,0.0
484,"by the spoons.
",['spoon'],1,0,0,0.0
485,"Ladle?
",['ladle'],1,0,0,0.0
486,"Will you guys grow up?
","['guy', 'grow']",2,0,0,0.0
487,"This is the most nature beautiful
","['nature', 'beautiful']",2,1,0,0.5
488,"thing in the world.
","['thing', 'world']",2,0,0,0.0
489,"Yeah, we know.
","['yeah', 'know']",2,0,0,0.0
490,"But there's a baby sucking on it.
","['baby', 'sucking']",2,0,0,0.0
491,"This is my son having lunch, okay?
","['son', 'lunch', 'okay']",3,0,0,0.0
492,"It'll happen a lot, so get used to it.
","['happen', 'lot', 'get', 'used']",4,0,0,0.0
493,"If you're uncomfortable,
",['uncomfortable'],1,0,1,-1.0
494,"just ask questions.
","['ask', 'question']",2,0,0,0.0
495,"Carol's fine with it.
","['carol', 'fine']",2,1,0,0.5
496,"Carol?
",['carol'],1,0,0,0.0
497,"I'm wondering, could Joey ask you
","['wondering', 'could', 'joey', 'ask']",4,0,0,0.0
498,"a question about breast-feeding?
","['question', 'breast', 'feeding']",3,0,0,0.0
499,"Sure.
",['sure'],1,0,0,0.0
500,"Does it hurt?
",['hurt'],1,0,1,-1.0
501,"It did at first, but not anymore.
","['first', 'anymore']",2,0,0,0.0
502,"Chandler?
",['chandler'],1,0,0,0.0
503,"So, how often can you do it?
",['often'],1,0,0,0.0
504,"As much as he needs.
","['much', 'need']",2,0,0,0.0
505,"Okay, I got one, I got one.
","['okay', 'got', 'one', 'got', 'one']",5,0,0,0.0
506,"If he blows into one,
","['blow', 'one']",2,0,1,-0.5
507,"does the other one get bigger?
","['one', 'get', 'bigger']",3,0,0,0.0
508,"The One With the Breast Milk
","['one', 'breast', 'milk']",3,0,0,0.0
509,"- Any muffins left?
","['muffin', 'left']",2,0,0,0.0
510,"- Yeah, I forget which ones.
","['yeah', 'forget', 'one']",3,0,0,0.0
511,"You're busy, I'll get it.
","['busy', 'get']",2,0,0,0.0
512,"- Anyone else want one?
","['anyone', 'else', 'want', 'one']",4,0,0,0.0
513,"- No, thanks.
",['thanks'],1,0,0,0.0
514,"You're losing your apron.
","['losing', 'apron']",2,0,1,-0.5
515,"Let me get it.
","['let', 'get']",2,0,0,0.0
516,"- There you go.
",['go'],1,0,0,0.0
517,"- Thank you.
",['thank'],1,1,0,1.0
518,"What a bitch!
",['bitch'],1,0,1,-1.0
519,"I have a friend at
",['friend'],1,0,0,0.0
520,"Bloomingdale's who's quitting...
","['bloomingdale', 'quitting']",2,0,0,0.0
521,"...and he wants to abuse his discount.
","['want', 'abuse', 'discount']",3,0,1,-0.33
522,"Anyone want to come
","['anyone', 'want', 'come']",3,0,0,0.0
523,"take advantage of it?
","['take', 'advantage']",2,1,0,0.5
524,"I have to take
",['take'],1,0,0,0.0
525,"my grandmother to the vet.
","['grandmother', 'vet']",2,0,0,0.0
526,"- I'll go with you.
",['go'],1,0,0,0.0
527,"- Great.
",['great'],1,1,0,1.0
528,"- Hi, honey.
","['hi', 'honey']",2,0,0,0.0
529,"- Hey, sweetums.
","['hey', 'sweetums']",2,0,0,0.0
530,"And hello to the rest.
","['hello', 'rest']",2,0,0,0.0
531,"You can't go shopping with her.
","['go', 'shopping']",2,0,0,0.0
532,"What about Rachel?
",['rachel'],1,0,0,0.0
533,"Will it be a problem?
",['problem'],1,0,1,-1.0
534,"You're going to
",['going'],1,0,0,0.0
535,"Bloomingdale's with Julie.
","['bloomingdale', 'julie']",2,0,0,0.0
536,"It's like cheating on Rachel
","['like', 'cheating', 'rachel']",3,1,1,0.0
537,"in her house of worship.
","['house', 'worship']",2,0,0,0.0
538,"Monica, she will kill you.
","['monica', 'kill']",2,0,1,-0.5
539,"She will kill you
",['kill'],1,0,1,-1.0
540,"like a dog in the street!
","['like', 'dog', 'street']",3,1,0,0.33
541,"So Jules tells me you guys
","['jules', 'tell', 'guy']",3,0,0,0.0
542,"are going shopping tomorrow.
","['going', 'shopping', 'tomorrow']",3,0,0,0.0
543,"It's actually not that big a deal.
","['actually', 'big', 'deal']",3,0,0,0.0
544,"It's a big deal to me.
","['big', 'deal']",2,0,0,0.0
545,"This is great.
",['great'],1,1,0,1.0
546,"I really appreciate this.
","['really', 'appreciate']",2,1,0,0.5
547,"You're welcome.
",['welcome'],1,1,0,1.0
548,"Bijan for men?
","['bijan', 'men']",2,0,0,0.0
549,"Bijan for men?
","['bijan', 'men']",2,0,0,0.0
550,"- Hey, Annabel.
","['hey', 'annabel']",2,0,0,0.0
551,"- Hey, Joey.
","['hey', 'joey']",2,0,0,0.0
552,"Did you hear about the new guy?
","['hear', 'new', 'guy']",3,0,0,0.0
553,"Nobody knows his name. Me and
","['nobody', 'know', 'name']",3,0,0,0.0
554,"the girls call him ""The Hombre Man.""
","['girl', 'call', 'hombre', 'man']",4,0,0,0.0
555,"Hombre?
",['hombre'],1,0,0,0.0
556,"What's he doing in my section?
",['section'],1,0,0,0.0
557,"I guess he doesn't know.
","['guess', 'know']",2,0,0,0.0
558,"Well, he's gonna.
","['well', 'gon', 'na']",3,1,0,0.33
559,"I'll see you a little later, okay?
","['see', 'little', 'later', 'okay']",4,0,0,0.0
560,"Hey, how you doing?
",['hey'],1,0,0,0.0
561,"Mornin'.
",['mornin'],1,0,0,0.0
562,"Listen, I know you're new...
","['listen', 'know', 'new']",3,0,0,0.0
563,"...but it's understood
",['understood'],1,0,0,0.0
564,"that everything...
",['everything'],1,0,0,0.0
565,"...from young men's to
","['young', 'men']",2,0,0,0.0
566,"the escalator is my territory.
","['escalator', 'territory']",2,0,0,0.0
567,"""Your territory""?
",['territory'],1,0,0,0.0
568,"- Bijan for men?
","['bijan', 'men']",2,0,0,0.0
569,"- No, thanks.
",['thanks'],1,0,0,0.0
570,"Hombre?
",['hombre'],1,0,0,0.0
571,"Yeah, all right.
","['yeah', 'right']",2,1,0,0.5
572,"You were saying?
",['saying'],1,0,0,0.0
573,"Phoebe, listen. You were with me,
","['phoebe', 'listen']",2,0,0,0.0
574,"and we were shopping all day.
","['shopping', 'day']",2,0,0,0.0
575,"We shopped and we had lunch.
","['shopped', 'lunch']",2,0,0,0.0
576,"What did I have?
",[],0,0,0,
577,"- You had a salad.
",['salad'],1,0,0,0.0
578,"- No wonder I don't feel full.
","['wonder', 'feel', 'full']",3,1,0,0.33
579,"Hi. What's up?
",['hi'],1,0,0,0.0
580,"I went shopping with Monica
","['went', 'shopping', 'monica']",3,0,0,0.0
581,"and I had a salad.
",['salad'],1,0,0,0.0
582,"Good, Pheebs.
","['good', 'pheebs']",2,1,0,0.5
583,"What'd you buy?
",['buy'],1,0,0,0.0
584,"We went shopping for...
","['went', 'shopping']",2,0,0,0.0
585,"For...
",[],0,0,0,
586,"For fur.
",['fur'],1,0,0,0.0
587,"You went shopping for fur?
","['went', 'shopping', 'fur']",3,0,0,0.0
588,"And then I realized
",['realized'],1,0,0,0.0
589,"that I'm against that.
",[],0,0,0,
590,"So then we bought some...
",['bought'],1,0,0,0.0
591,"Boobs.
",['boob'],1,0,0,0.0
592,"You bought boobs?
","['bought', 'boob']",2,0,0,0.0
593,"Bras!
",['bra'],1,0,0,0.0
594,"We bought bras!
","['bought', 'bra']",2,0,0,0.0
595,"We bought bras.
","['bought', 'bra']",2,0,0,0.0
596,"Bijan for men?
","['bijan', 'men']",2,0,0,0.0
597,"Bijan for men?
","['bijan', 'men']",2,0,0,0.0
598,"Bijan for...
",['bijan'],1,0,0,0.0
599,"Hey, Annabel.
","['hey', 'annabel']",2,0,0,0.0
600,"I was wondering if after work
","['wondering', 'work']",2,1,0,0.5
601,"we could grab a cup of coffee?
","['could', 'grab', 'cup', 'coffee']",4,0,0,0.0
602,"Actually, I sort of have plans.
","['actually', 'sort', 'plan']",3,0,0,0.0
603,"You ready, Annabel?
","['ready', 'annabel']",2,1,0,0.5
604,"You bet.
",['bet'],1,0,0,0.0
605,"Maybe some other time.
","['maybe', 'time']",2,0,0,0.0
606,"It's not the first time I lost a girl
","['first', 'time', 'lost', 'girl']",4,0,1,-0.25
607,"to a cowboy spraying cologne.
","['cowboy', 'spraying', 'cologne']",3,0,0,0.0
608,"Bijan for men?
","['bijan', 'men']",2,0,0,0.0
609,"Bijan for men!
","['bijan', 'men']",2,0,0,0.0
610,"And this is Funny Clown.
","['funny', 'clown']",2,0,1,-0.5
611,"It's only for after his naps,
",['nap'],1,0,0,0.0
612,"not before, or he won't sleep.
",['sleep'],1,0,0,0.0
613,"We've been through this before.
",[],0,0,0,
614,"We have a good time.
","['good', 'time']",2,1,0,0.5
615,"We laugh, we play.
","['laugh', 'play']",2,0,0,0.0
616,"It's like we're father and son.
","['like', 'father', 'son']",3,1,0,0.33
617,"Honey, relax.
","['honey', 'relax']",2,0,0,0.0
618,"Ross is great with him.
","['ross', 'great']",2,1,0,0.5
619,"Don't look so surprised.
","['look', 'surprised']",2,0,0,0.0
620,"I'm a lovely person.
","['lovely', 'person']",2,1,0,0.5
621,"This is so cute!
",['cute'],1,1,0,1.0
622,"I got that for him!
",['got'],1,0,0,0.0
623,"""My Mommies Love Me.""
","['mommy', 'love']",2,1,0,0.5
624,"That's clever.
",['clever'],1,1,0,1.0
625,"Oh, hi, Jul...
","['oh', 'hi', 'jul']",3,0,0,0.0
626,"Hi, Jew!
","['hi', 'jew']",2,0,0,0.0
627,"Okay, sure.
","['okay', 'sure']",2,0,0,0.0
628,"That'd be great.
",['great'],1,1,0,1.0
629,"See you then. Bye.
","['see', 'bye']",2,0,0,0.0
630,"Did you just say, ""Hi, Jew""?
","['say', 'hi', 'jew']",3,0,0,0.0
631,"Yes, I did.
",['yes'],1,0,0,0.0
632,"That was my friend Eddie Moskowitz.
","['friend', 'eddie', 'moskowitz']",3,0,0,0.0
633,"Yeah, he likes it.
","['yeah', 'like']",2,1,0,0.5
634,"Reaffirms his faith.
","['reaffirms', 'faith']",2,1,0,0.5
635,"Ben, dinner!
","['ben', 'dinner']",2,0,0,0.0
636,"Thanks, Aunt Pheebs.
","['thanks', 'aunt', 'pheebs']",3,0,0,0.0
637,"Did you microwave that?
",['microwave'],1,0,0,0.0
638,"You can't do that to breast milk.
","['breast', 'milk']",2,0,0,0.0
639,"I think I know
","['think', 'know']",2,0,0,0.0
640,"how to heat breast milk.
","['heat', 'breast', 'milk']",3,0,0,0.0
641,"What did you just do?
",[],0,0,0,
642,"I licked my arm, what?
","['licked', 'arm']",2,0,0,0.0
643,"It's breast milk!
","['breast', 'milk']",2,0,0,0.0
644,"So?
",[],0,0,0,
645,"Phoebe, that is juice
","['phoebe', 'juice']",2,0,0,0.0
646,"squeezed from a person.
","['squeezed', 'person']",2,0,0,0.0
647,"What is the big deal?
","['big', 'deal']",2,0,0,0.0
648,"What did you just do?
",[],0,0,0,
649,"Can people stop
","['people', 'stop']",2,0,0,0.0
650,"drinking the breast milk?
","['drinking', 'breast', 'milk']",3,0,0,0.0
651,"You won't even taste it?
","['even', 'taste']",2,0,0,0.0
652,"Not even if you just
",['even'],1,0,0,0.0
653,"pretend it's milk?
","['pretend', 'milk']",2,0,1,-0.5
654,"Not even if Carol's breast had
","['even', 'carol', 'breast']",3,0,0,0.0
655,"a picture of a missing child on it.
","['picture', 'missing', 'child']",3,0,0,0.0
656,"- Where is everybody?
",['everybody'],1,0,0,0.0
657,"- At the park. Where have you been?
",['park'],1,0,0,0.0
658,"Just out.
",[],0,0,0,
659,"Had some lunch. Just me.
",['lunch'],1,0,0,0.0
660,"A little quality time with me.
","['little', 'quality', 'time']",3,0,0,0.0
661,"- Thanks for your jacket.
","['thanks', 'jacket']",2,0,0,0.0
662,"- No problem.
",['problem'],1,0,1,-1.0
663,"You can borrow it, by the way.
","['borrow', 'way']",2,0,0,0.0
664,"Here are your keys, honey.
","['key', 'honey']",2,0,0,0.0
665,"If you were at lunch alone,
","['lunch', 'alone']",2,0,0,0.0
666,"how come it cost you $53?
","['come', 'cost']",2,0,0,0.0
667,"You know what probably happened?
","['know', 'probably', 'happened']",3,0,0,0.0
668,"Someone stole my credit card.
","['someone', 'stole', 'credit', 'card']",4,0,1,-0.25
669,"And put the receipt
","['put', 'receipt']",2,0,0,0.0
670,"back in your pocket?
","['back', 'pocket']",2,0,0,0.0
671,"That is an excellent,
",['excellent'],1,1,0,1.0
672,"excellent question.
","['excellent', 'question']",2,1,0,0.5
673,"That is excellent.
",['excellent'],1,1,0,1.0
674,"What's with you?
",[],0,0,0,
675,"Who did you have lunch with?
",['lunch'],1,0,0,0.0
676,"- Judy.
",['judy'],1,0,0,0.0
677,"- Who?
",[],0,0,0,
678,"- Julie.
",['julie'],1,0,0,0.0
679,"- What?
",[],0,0,0,
680,"Jody.
",['jody'],1,0,0,0.0
681,"You were with Julie?
",['julie'],1,0,0,0.0
682,"When it started, I was just
",['started'],1,0,0,0.0
683,"trying to be nice to her...
","['trying', 'nice']",2,1,0,0.5
684,"...because she was
",[],0,0,0,
685,"my brother's girlfriend.
","['brother', 'girlfriend']",2,0,0,0.0
686,"And then one thing
","['one', 'thing']",2,0,0,0.0
687,"led to another...
","['led', 'another']",2,1,0,0.5
688,"...and before I knew it, we were...
",['knew'],1,0,0,0.0
689,"...shopping.
",['shopping'],1,0,0,0.0
690,"Oh, my God!
","['oh', 'god']",2,0,0,0.0
691,"Wait, we only did it once.
",['wait'],1,0,0,0.0
692,"It didn't meant anything to me!
","['meant', 'anything']",2,0,0,0.0
693,"Rachal, I was thinking
","['rachal', 'thinking']",2,0,0,0.0
694,"of you the whole time.
","['whole', 'time']",2,0,0,0.0
695,"Look, I'm sorry, all right?
","['look', 'sorry', 'right']",3,1,1,0.0
696,"I never meant for you to find out.
","['never', 'meant', 'find']",3,0,0,0.0
697,"Oh, please! Please!
","['oh', 'please', 'please']",3,2,2,0.0
698,"You wanted to get caught!
","['wanted', 'get', 'caught']",3,0,0,0.0
699,"That is not true!
",['true'],1,0,0,0.0
700,"So you just happened
",['happened'],1,0,0,0.0
701,"to leave it in here?
",['leave'],1,0,0,0.0
702,"Did it ever occur to you
","['ever', 'occur']",2,0,0,0.0
703,"that I might just be that stupid?
","['might', 'stupid']",2,0,1,-0.5
704,"Okay, I just have to know one thing.
","['okay', 'know', 'one', 'thing']",4,0,0,0.0
705,"Did you go with her to Bloomingdale's?
","['go', 'bloomingdale']",2,0,0,0.0
706,"Okay, I just really need
","['okay', 'really', 'need']",3,0,0,0.0
707,"to not be with you right now.
",['right'],1,1,0,1.0
708,"Hi, who's this?
",['hi'],1,0,0,0.0
709,"Hi, Joanne. Is Rachel working?
","['hi', 'joanne', 'rachel', 'working']",4,0,0,0.0
710,"It's Monica.
",['monica'],1,0,0,0.0
711,"Yes, I know I did a horrible thing.
","['yes', 'know', 'horrible', 'thing']",4,0,1,-0.25
712,"Joanne, it's not
",['joanne'],1,0,0,0.0
713,"as simple as all that.
",['simple'],1,0,0,0.0
714,"No, I don't care what Steve thinks.
","['care', 'steve', 'think']",3,0,0,0.0
715,"Hi, Steve.
","['hi', 'steve']",2,0,0,0.0
716,"How did we do?
",[],0,0,0,
717,"I tasted Ben's milk
","['tasted', 'ben', 'milk']",3,0,0,0.0
718,"and Ross freaked out.
","['ross', 'freaked']",2,0,0,0.0
719,"I did not freak out.
",['freak'],1,0,1,-1.0
720,"- Why'd you freak out?
",['freak'],1,0,1,-1.0
721,"- Because it's breast milk.
","['breast', 'milk']",2,0,0,0.0
722,"It's gross!
",['gross'],1,0,1,-1.0
723,"My breast milk is gross?
","['breast', 'milk', 'gross']",3,0,1,-0.33
724,"This should be fun.
",['fun'],1,1,0,1.0
725,"There's nothing wrong with it.
","['nothing', 'wrong']",2,0,1,-0.5
726,"I just don't think
",['think'],1,0,0,0.0
727,"breast milk is for adults.
","['breast', 'milk', 'adult']",3,0,0,0.0
728,"Of course, the packaging does
","['course', 'packaging']",2,0,0,0.0
729,"appeal to grownups and kids.
","['appeal', 'grownup', 'kid']",3,1,0,0.33
730,"Don't be silly. I've tried it.
","['silly', 'tried']",2,0,1,-0.5
731,"It's no big deal.
","['big', 'deal']",2,0,0,0.0
732,"Just taste it.
",['taste'],1,0,0,0.0
733,"That would be no.
",['would'],1,0,0,0.0
734,"- Come on.
",['come'],1,0,0,0.0
735,"- Try it.
",['try'],1,0,0,0.0
736,"It's natural.
",['natural'],1,0,0,0.0
737,"It doesn't taste bad.
","['taste', 'bad']",2,0,1,-0.5
738,"Yeah, it tastes kind of sweet.
","['yeah', 'taste', 'kind', 'sweet']",4,1,0,0.25
739,"Sort of like...
","['sort', 'like']",2,1,0,0.5
740,"Like what?
",['like'],1,1,0,1.0
741,"Cantaloupe juice.
","['cantaloupe', 'juice']",2,0,0,0.0
742,"Exactly.
",['exactly'],1,0,0,0.0
743,"You've tasted it.
",['tasted'],1,0,0,0.0
744,"You've tasted it.
",['tasted'],1,0,0,0.0
745,"Oh, you've tasted it.
","['oh', 'tasted']",2,0,0,0.0
746,"You can keep saying it,
","['keep', 'saying']",2,0,0,0.0
747,"but it won't stop being true.
","['stop', 'true']",2,0,0,0.0
748,"Give me the bottle.
","['give', 'bottle']",2,0,0,0.0
749,"Get me the towel.
","['get', 'towel']",2,0,0,0.0
750,"Howdy.
",['howdy'],1,0,0,0.0
751,"Give me a box of juice.
","['give', 'box', 'juice']",3,0,0,0.0
752,"Well, they switched me over to Hombre.
","['well', 'switched', 'hombre']",3,1,0,0.33
753,"Maybe it's because of
",['maybe'],1,0,0,0.0
754,"the way you're dressed.
","['way', 'dressed']",2,0,0,0.0
755,"Or this guy's doing so good
","['guy', 'good']",2,1,0,0.5
756,"they want to put more people on it.
","['want', 'put', 'people']",3,0,0,0.0
757,"This guy goes through
","['guy', 'go']",2,0,0,0.0
758,"two bottles a day now.
","['two', 'bottle', 'day']",3,0,0,0.0
759,"What do you care?
",['care'],1,0,0,0.0
760,"You're an actor.
",['actor'],1,0,0,0.0
761,"This is your day job. It's nothing!
","['day', 'job', 'nothing']",3,0,0,0.0
762,"I know, but I was the best.
","['know', 'best']",2,1,0,0.5
763,"You know? I liked being the best.
","['know', 'liked', 'best']",3,2,0,0.67
